Timestamp,In what country do you currently live?,What is your age?,What is your gender?,What is your race or ethnicity? (Select all that apply.),What is the highest level of education you have completed?,What is your marital status?,What is your current employment status?,What is your annual income level? (in the currency of your country).,"If you live in the US, what is your 5-digit zipcode?",I believe people will return to using hand shakes and/or other physical greetings.,I will return to using hand shakes and/or other physical greetings.,"Due to the evidence of environmental benefit during the pandemic (e.g. reduced pollution), I believe people will be more climate conscious.","Due to the evidence of environmental benefit during the pandemic (e.g. reduced pollution), I will be more climate conscious.","I believe people will practice healthier digital habits (e.g. screen time limits, responsible online discourse).","I will practice healthier digital habits (e.g. screen time limits, responsible online discourse).","I believe people will avoid crowded areas more (e.g. concerts, theme parks).","I will avoid crowded areas more (e.g. concerts, theme parks).","I believe people will use public transportation less, if possible.","I will use public transportation less, if possible.","I believe people will save money more, rather than spend it.","I will save money more, rather than spend it.",I believe people will think more before making impulsive purchases.,I will think more before making impulsive purchases.,I believe people will work harder to foster family and/or community ties.,I will work harder to foster family and/or community ties.,I believe people will seek out more evidence-based information.,I will seek out more evidence-based information.,"I believe people will be more comfortable acting independently (e.g. spending time alone, practicing personal hobbies or at-home activities).","I will be more comfortable acting independently (e.g. spending time alone, practicing personal hobbies or at-home activities).","I believe people will work more remotely, if possible.","I will work more remotely, if possible.","I believe people will use digital commerce, companies, and platforms ____.","I will use digital commerce, companies, and platforms ____.",I believe people will use technology ____.,I will use technology ____.,"I believe people will be more politically liberal (e.g. vote for universal healthcare, more government aid).","I will be more politically liberal (e.g. vote for universal healthcare, more government aid).","I believe people will be more politically conservative (e.g. vote for healthcare marketplace, less government aid).","I will be more politically conservative (e.g. vote for healthcare marketplace, less government aid).",I believe people will carry masks and/or hand sanitizer around with them as a precaution.,I will carry a mask and/or hand sanitizer around with me as a precaution.,I believe people will be ____ globally aware (e.g. feel the importance of global connections and cooperation).,I will be ____ globally aware (e.g. feel the importance of global connections and cooperation). ,I believe people will value classroom education ____.,I will value classroom education ____.,I believe people will pursue relationships or intimate interactions online or via technology ____.,I will pursue relationships or intimate interactions online or via technology ____.,I believe people will travel ____.,I will travel ____.,I believe people will touch their faces ____.,I will touch my face ____.,"I believe people will practice safer hygiene in public (e.g. properly covering coughs/sneezes, staying home if sick).","I will practice safer hygiene in public (e.g. properly covering coughs/sneezes, staying home if sick).","I believe people will feel more comfortable reminding others about safe public hygiene (e.g. covering cough, not touching face).","I will feel more comfortable reminding others about safe public hygiene (e.g. covering cough, not touching face).",I believe people will be ____ trustful of medical professionals.,I will be ____ trustful of medical professionals.,I believe people will have ____ trust in vaccines.,I will have ____ trust in vaccines.,"I believe people will do ____ to maintain their personal wellness (e.g. eat healthfully, exercise, practice work-life balance).","I will do ____ to maintain my personal wellness (e.g. eat healthfully, exercise, practice work-life balance).",I believe people will practice ____ hygiene during annual flu seasons.,I will practice ______ hygiene during annual flu seasons.,I believe people will have ____ trust in their government.,I will have ____ trust in my government.,I see myself as introverted or reserved.,I see myself as extroverted or outgoing.,The COVID-19 pandemic has greatly affected my daily life.,The COVID-19 pandemic has greatly affected those closest to me (can include friends and family).,"(Optional) If you would like, please share how the COVID-19 pandemic has personally affected you.",(Optional) What's the first thing you will do once quarantine is fully lifted and there is no risk of another wave of infection?
2020/04/19 2:24:09 PM EST,Mexico,25,Male,"Hispanic/Latino, Mixed Race",Bachelor's Degree,"Single, never married",Part-time employment,32000,,5,4,4,5,4,5,4,5,2,3,2,5,2,5,5,5,2,5,4,5,1,3,4,3,4,3,2,5,2,2,4,5,4,5,4,4,3,1,2,2,2,2,4,5,3,4,4,4,4,4,3,4,3,3,3,3,2,5,4,2,,Retomar mis actividades laborales habituales
2020/04/19 2:57:38 PM EST,Mexico,23,Female,Hispanic/Latino,High School or equivalent (GED),"Single, never married",Student,6000,,5,4,2,4,2,4,1,2,2,2,4,5,4,5,3,4,4,5,3,3,3,3,2,2,3,3,2,2,2,2,1,2,4,4,4,4,4,3,2,1,3,3,5,5,5,5,5,5,5,5,4,4,4,4,4,4,2,3,4,4,,
2020/04/19 4:07:37 PM EST,Mexico,32,Male,Hispanic/Latino,Bachelor's Degree,"Single, never married",Full-time eployment,3000,72330,5,5,3,5,4,4,1,4,1,5,5,5,2,5,3,5,5,4,5,5,4,5,4,4,4,5,5,,5,,5,5,5,4,3,3,3,4,3,3,2,1,2,4,4,5,5,5,4,4,3,4,4,5,2,3,3,3,4,4,,
2020/04/19 4:13:37 PM EST,Mexico,43,Female,Hispanic/Latino,Bachelor's Degree,Separated,Unemployed,10000,,4,4,1,5,1,5,1,5,1,4,1,3,1,5,1,5,1,5,2,1,4,4,4,3,5,4,4,4,3,1,4,5,4,4,2,2,5,2,3,3,2,2,1,5,1,5,3,4,4,4,3,5,3,4,3,3,1,4,4,4,Económicamente ,Abrazar a mi familia y amigos 
2020/04/19 4:41:59 PM EST,Mexico,31,Male,Hispanic/Latino,Bachelor's Degree,"Single, never married",Unemployed,50000,,5,5,2,5,1,4,1,3,2,1,2,3,2,4,2,3,4,5,2,4,2,4,4,3,4,3,3,3,1,1,3,3,3,5,3,4,3,3,3,3,3,3,4,5,3,4,3,4,4,3,3,4,3,4,2,1,4,3,4,5,,Salir de paseo 
2020/04/19 5:40:18 PM EST,Mexico,31,Male,Mixed Race,Bachelor's Degree,Married,Self-employed,200000,,3,3,3,5,3,5,1,2,1,3,4,5,3,5,2,5,3,5,3,5,3,5,3,2,3,2,3,5,2,1,4,5,3,4,3,5,3,2,3,3,3,3,3,4,3,5,4,5,4,4,3,4,3,4,3,4,3,4,3,4,"Solo en la parte económica un poco, de lo demás puedo seguir viviendo así.","Nada realmente, continuar con mi vida diaria, pero con más precauciones y mejoras en la vida cotidiana."
2020/04/19 7:04:49 PM EST,Uruguay,43,Female,Hispanic/Latino,Bachelor's Degree,"Single, never married",Full-time eployment,240000,,2,2,1,5,5,5,1,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,1,1,1,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,3,3,1,5,5,5,Me quede sola en casa,Ir a la playa a ver una puesta de sol con algun amigo
2020/04/19 7:04:55 PM EST,Uruguay,43,Female,Hispanic/Latino,Bachelor's Degree,"Single, never married",Full-time eployment,240000,,2,2,1,5,5,5,1,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,1,1,1,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,3,3,1,5,5,5,Me quede sola en casa,Ir a la playa a ver una puesta de sol con algun amigo
2020/04/19 9:17:41 PM EST,Mexico,20,Male,Mixed Race,Associate's Degree,"Single, but cohabiting with a significant other",Student,2000,,1,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
2020/04/19 11:13:58 PM EST,Mexico,43,Female,Hispanic/Latino,Bachelor's Degree,"Single, never married",Unemployed,80000,,1,1,4,5,4,5,4,4,2,4,3,4,3,4,1,2,4,5,4,5,2,2,4,3,4,4,4,5,2,1,5,5,4,5,2,2,3,3,4,5,1,1,4,5,5,5,4,5,5,5,4,5,4,5,1,1,4,4,4,4,,
2020/04/20 12:42:32 PM EST,Mexico,20,Female,"Caucasian, Hispanic/Latino, Mixed Race",High School or equivalent (GED),"Single, never married",Student,1728000,,4,2,2,4,2,3,2,4,1,4,2,5,2,4,2,4,2,4,2,2,2,2,3,3,4,3,4,4,2,2,4,4,3,4,5,5,4,3,2,3,3,3,4,5,4,4,2,4,4,5,4,5,4,4,2,4,5,1,4,4,"Tengo una tendencia a necesitar abrazar a la gente que quiero, y si me causa una afectación emocional el no poder abrazar a la gente que quiero. ","Si es seguro, abrazar gente"
2020/04/20 12:43:15 PM EST,Mexico,20,Male,Hispanic/Latino,Bachelor's Degree,"Single, but cohabiting with a significant other",Student,2400000,,4,5,2,2,3,5,2,4,1,1,4,4,3,2,4,4,3,4,2,3,3,4,4,2,4,2,4,5,5,2,5,3,4,3,4,5,5,4,3,5,1,3,4,5,5,4,4,4,2,4,4,4,5,4,2,3,4,2,4,4,"Mis relaciones más cercanas, no es lo mismo hablar con ellos en personas que en whatss",Salir y gritar
2020/04/20 12:45:47 PM EST,Mexico,22,Male,"Caucasian, Hispanic/Latino",Bachelor's Degree,"Single, never married",Student,210000,,3,2,1,3,1,4,1,3,1,2,3,4,2,3,4,4,2,4,4,5,5,5,4,3,4,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,2,2,3,5,4,4,4,4,5,5,4,4,4,5,4,4,4,3,3,2,Soy más organizado en mis tiempos y más eficiente en la realización de mis actividades. Tengo una vida más tranquila,Salir de viaje
2020/04/20 12:46:00 PM EST,Mexico,20,Female,"Caucasian, Hispanic/Latino",High School or equivalent (GED),"Single, never married",Student,90000,,2,4,4,5,4,5,4,2,4,2,4,5,4,5,4,5,2,5,2,2,5,2,5,2,5,2,5,5,2,1,4,5,5,3,5,5,2,1,2,2,3,2,4,5,5,5,5,4,5,5,4,5,5,5,4,4,1,5,4,4,,
2020/04/20 12:47:32 PM EST,Mexico,20,Male,Hispanic/Latino,High School or equivalent (GED),"Single, never married",Student,300000,,5,5,1,5,1,3,4,2,2,2,2,2,1,2,2,5,3,5,3,5,4,5,4,3,4,3,5,1,1,4,3,1,4,4,5,3,4,3,5,3,3,3,4,5,4,4,4,4,3,3,4,4,4,4,1,3,4,2,4,4,Muerte de personas cercanas,Ir a los go-karts
2020/04/20 12:47:41 PM EST,Mexico,22,Female,Hispanic/Latino,High School or equivalent (GED),"Single, never married",Student,6000,250000,3,1,5,5,5,5,2,3,1,3,5,5,5,5,5,5,5,5,3,5,3,4,3,3,3,3,3,3,3,3,5,5,4,5,5,5,2,2,3,3,2,1,4,5,4,5,2,2,4,5,5,5,4,5,3,2,3,5,5,5,"me saco de mi rutina diaria de un dia para otro, me dio insomnio, como menos","honestamente ir a ver a mis amigos y pasar tiempo con ellos, y agradecerle a mis papás lo que han hecho por mi"
2020/04/20 12:47:46 PM EST,Mexico,22,Female,Hispanic/Latino,High School or equivalent (GED),"Single, never married",Student,300000,,4,4,1,4,2,4,2,2,2,4,2,3,3,3,4,4,4,5,3,3,3,3,5,4,4,4,5,3,2,1,5,5,5,5,5,5,4,4,3,3,2,2,4,5,4,5,4,4,5,5,5,5,5,5,3,3,3,3,2,2,,
2020/04/20 12:49:00 PM EST,Mexico,21,Female,Hispanic/Latino,High School or equivalent (GED),"Single, never married",Student,120000,,5,3,2,4,4,4,4,3,2,3,2,4,4,5,2,4,5,5,2,3,4,3,3,3,4,3,3,3,3,3,4,5,4,3,5,5,3,3,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,4,,
2020/04/20 12:50:47 PM EST,Mexico,22,Male,Hispanic/Latino,High School or equivalent (GED),"Single, never married",Student,25500,,3,3,5,5,5,4,3,3,1,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,5,5,"me ha afectado porque ya no veo a mis amigos, ya no puedo salir a divertirme, no veo a mis compañeros de clases, a mis profesores, no veo a mis familiares a nadie, pero me mantiene el hecho de que les hablo muy seguido.","abrazar a mis amigos y amis familiares, decirles cuanto los extrañe y hacer planes"
2020/04/20 12:52:34 PM EST,Mexico,22,Male,"Hispanic/Latino, Mixed Race",High School or equivalent (GED),"Single, never married",Student,1500000,,4,2,1,5,4,5,4,5,4,5,5,5,2,4,4,4,4,5,4,5,5,5,4,3,4,2,5,1,1,4,4,5,3,4,4,5,2,2,2,1,3,2,1,5,4,4,4,4,3,4,4,4,3,5,2,1,5,1,3,3,,
2020/04/20 2:38:11 PM EST,Mexico,33,Female,Mixed Race,Bachelor's Degree,In a domestic partnership or civil union,Home-maker,100000,,5,4,2,5,2,3,4,5,2,2,2,4,2,4,4,4,2,5,2,2,2,3,3,3,3,3,4,4,4,,2,5,3,4,4,3,3,1,3,3,3,2,4,5,4,5,4,3,5,3,3,4,3,4,4,3,4,4,5,5,Mentalmente,Salir a disfrutar un helado en un parque
2020/04/20 5:39:14 PM EST,Mexico,26,Female,Hispanic/Latino,"Professional Degree (for example: MD, DDS, JD)","Single, never married",Part-time employment,132000,,2,2,4,5,1,2,4,5,4,5,4,4,4,4,4,4,3,5,4,5,4,4,5,3,4,5,5,5,2,1,5,5,3,4,5,3,5,4,2,2,1,1,3,5,5,5,2,3,3,3,4,4,3,4,2,3,5,2,5,5,,Salir a comer y con mis amigos
2020/04/20 7:07:57 PM EST,Mexico,23,Female,"Hispanic/Latino, Mixed Race",Bachelor's Degree,"Single, never married",Self-employed,50000,,4,5,2,5,1,4,1,2,1,4,3,5,1,4,4,5,1,5,5,5,3,3,4,3,4,5,4,,1,3,2,2,4,5,5,5,5,3,5,5,3,3,4,5,5,5,3,5,3,5,4,5,3,4,1,1,4,1,4,4,,Salir con las personas más cercanas e importantes para mí.
2020/04/20 7:37:10 PM EST,Mexico,23,Female,Hispanic/Latino,Bachelor's Degree,"Single, never married",Part-time employment,8000,,2,2,4,5,1,5,2,4,1,5,2,4,1,2,2,4,1,5,4,4,4,4,3,4,5,5,3,5,5,1,2,4,2,4,3,2,4,3,5,3,3,2,2,5,4,4,5,5,5,5,4,5,3,4,2,2,4,5,4,4,,
2020/04/20 7:38:42 PM EST,Mexico,24,Female,Hispanic/Latino,Associate's Degree,"Single, never married",Student,70000,,4,4,2,5,3,4,1,2,2,4,4,4,4,4,5,5,4,4,3,4,2,3,3,4,3,3,5,5,2,3,2,3,4,4,5,5,3,3,5,5,3,3,4,5,4,4,3,4,3,4,3,4,3,4,2,2,1,5,4,5,Ha afectado mi libertad de salir con mis seres queridos cara a cara,Irme de fiesta
2020/04/20 7:40:19 PM EST,Mexico,21,Female,Hispanic/Latino,Associate's Degree,"Single, never married",Student,100000,,5,3,4,5,5,5,2,3,1,5,3,5,4,5,4,5,4,5,2,2,5,5,5,5,5,5,5,4,3,5,3,4,4,5,5,5,5,1,5,4,5,5,4,5,4,5,3,3,2,2,5,5,5,5,1,1,4,3,5,5,"Toda mi familia se dedica al comercio y llegamos más de un mes gastando nuestros ahorros, y estoy consiente que llegará un punto en el que no tendremos nada","Ir al negocio de mis papás y trabajar como ahora mismo quisiera, y salir al cine o un restaurante, o incluso a un café con mis amigos "
2020/04/20 7:46:12 PM EST,Mexico,21,Male,Caucasian,High School or equivalent (GED),"Single, never married",Student,100000,,5,3,2,5,1,3,3,3,1,4,3,4,3,4,4,4,2,5,3,4,3,3,3,3,4,5,2,5,2,4,4,4,2,3,4,3,4,3,2,3,3,3,2,4,3,3,4,4,3,4,3,4,3,5,3,2,3,4,5,4,,
2020/04/20 7:49:47 PM EST,Mexico,24,Female,Black/African,High School or equivalent (GED),"Single, never married",Student,40000,,5,4,5,5,2,5,4,5,3,5,4,5,1,5,5,5,1,5,3,5,1,1,4,3,5,4,4,5,3,3,4,5,3,4,5,5,3,3,5,5,2,1,5,5,5,5,4,4,3,3,4,4,4,5,3,1,1,5,5,5,"En todos los aspectos de mi vida , el negocio familiar está sufriendo las peores consecuencias ",Hacer una reunión con mis amigos 
2020/04/20 8:26:54 PM EST,Mexico,22,Female,Hispanic/Latino,High School or equivalent (GED),"Single, never married",Student,8000,,3,2,2,5,4,4,2,4,1,3,3,4,3,5,4,4,5,5,3,3,4,4,5,4,4,3,5,5,3,5,3,4,4,5,4,5,4,4,3,4,2,1,4,4,3,4,4,4,4,4,5,4,4,4,3,2,2,4,5,4,vemos la diferencia de vida que era estar bien con la libertad de hacer lo que normalmente haces y que ahora no se puede hacer,
2020/04/20 8:40:16 PM EST,Mexico,31,Male,Hispanic/Latino,Bachelor's Degree,"Single, never married",Full-time eployment,135000,,3,2,4,5,3,4,2,3,2,3,2,3,2,3,4,5,4,5,1,3,3,3,4,5,4,4,5,5,3,3,4,5,3,4,3,3,3,3,5,5,3,3,4,4,4,4,4,4,4,4,3,3,4,4,2,2,4,2,3,5,,
2020/04/20 8:46:17 PM EST,Mexico,20,Male,Hispanic/Latino,High School or equivalent (GED),"Single, never married",Student,0,,5,5,4,5,2,4,3,3,1,2,5,5,5,5,4,5,5,5,3,5,4,2,4,4,5,5,4,4,2,3,3,4,5,5,5,5,3,2,2,3,3,3,4,4,4,4,2,3,4,4,3,3,3,3,2,1,4,2,4,5,"Cambio enormemente la rutina que tenia en vida escolar, ademas tengo más preocupaciones por encontrar trabajo cuando me gradue de la universidad pues la cuarentena ha provocado un gran deficit de empleos.",Visitar a mi amigos y familiares cercanos
2020/04/20 9:10:06 PM EST,Mexico,21,Female,Hispanic/Latino,High School or equivalent (GED),"Single, never married",Student,35000,,4,4,1,3,3,3,1,1,1,5,1,3,1,5,1,3,2,4,1,1,1,1,4,3,3,3,1,3,1,1,4,4,3,3,4,5,3,3,3,3,2,2,2,5,2,3,3,3,3,3,3,4,4,3,1,1,1,5,5,5,"limitación en actividades cotidianas, eventos extraordinarios",
2020/04/20 10:00:41 PM EST,Mexico,21,Female,Hispanic/Latino,High School or equivalent (GED),"Single, never married",Student,25000,,2,1,1,5,3,3,3,2,1,2,4,5,3,5,3,5,4,5,3,4,4,5,4,5,5,5,5,5,1,1,5,5,3,5,5,3,4,3,3,4,3,1,4,5,4,5,4,5,4,5,5,5,5,5,3,3,3,3,3,3,,
2020/04/20 10:54:21 PM EST,Mexico,22,Female,"Hispanic/Latino, Mixed Race",High School or equivalent (GED),"Single, never married",Student,250000,,4,4,4,5,3,4,2,2,1,3,4,3,3,4,3,4,4,5,2,2,2,2,5,5,4,5,5,5,3,5,3,3,4,4,5,5,4,3,2,3,1,1,3,4,4,5,4,4,4,3,4,5,5,4,3,1,2,5,4,3,"Mis clases de la universidad se están haciendo en linea, con la mejor calidad por vía zoom, regrese a mi casa con mis padres (a mi rancho literal) y pues por aquí todo esta muy tranquilo solo nos limitamos a no recibir visitas, y a salir mas que para comprar comida, la verdad no la estamos pasando mal, mi papá ha sabido controlar la situación.","Volver a la universidad, ver a mis amigos y estoy ansiosa por ver como cambia el mundo después de esto."
2020/04/20 11:46:24 PM EST,Mexico,22,Female,Hispanic/Latino,High School or equivalent (GED),"Single, never married",Student,360000,,5,5,2,5,3,4,2,3,4,4,5,5,2,5,3,4,5,5,4,3,4,4,4,3,4,3,5,4,1,1,4,4,5,5,4,4,3,1,5,5,5,5,4,5,5,5,4,5,5,5,3,5,4,5,1,3,4,4,2,5,"Tal vez ha afectado mis horarios y mi rutina, porque antes vivía sola porque soy universitaria; ahora estoy en confinamiento con mi familia y ambas partes nos hemos esforzado en adaptar nuestros horarios de sueño, comida y trabajo. Me considero afortunada en esta crisis",Ir a un concierto y abrazar a todas las personas que aprecio
2020/04/21 2:22:11 AM EST,Unnited States,36,Female,Hispanic/Latino,Master's Degree,Married,Full-time eployment,100000,78254,5,1,1,5,1,1,1,1,1,1,5,4,1,5,1,5,1,5,1,1,4,1,4,4,3,3,1,5,1,1,5,5,3,5,5,5,5,1,1,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,4,5,5,Laboralmente 2 personas que me reportaban directamente fueron despedidas o puestas en descanso sin paga. Económicamente me quitaron bonos y otras prestaciones (celular). Emocionalmente estoy haciendo home schooling de 3 hijas al mismo tiempo que trabajo más de 60hrs a la semana. El estrés y ansiedad que he vivido las últimas seis semanas es mayor a lo que vivía a principios de 2020.,Abrazar a mis amigos más cercanos y mis coworkers que son los que me han mantenido con sanidad las últimas semanas.
2020/04/21 9:12:02 AM EST,Mexico,38,Female,Mixed Race,Doctorate degree,"Single, but cohabiting with a significant other",Student,240000,,4,3,3,3,2,3,4,3,4,1,4,5,5,5,4,5,3,5,3,4,4,4,3,3,5,3,4,5,2,1,3,5,3,5,4,5,3,3,2,2,2,1,2,5,3,5,3,4,3,3,4,5,4,4,4,5,2,4,4,4,Me pesa no salir a socializar ,Ir a visitar amigos 
2020/04/16 1:39:55 PM EST,Unnited States,19,Male,Caucasian,"Some College, but no degree","Single, never married",Student,10000,20853,3,4,4,3,3,2,1,1,1,1,3,3,2,2,3,4,3,4,4,4,5,3,3,3,4,3,2,5,3,1,2,2,3,3,3,3,4,3,4,5,3,3,4,5,5,5,4,5,4,3,3,3,4,5,3,2,4,4,5,4,,
2020/04/16 1:44:28 PM EST,Unnited States,20,Gender Variant/Non-Conforming,Caucasian,"Some College, but no degree","Single, but cohabiting with a significant other",Student,2000,47408,4,3,1,3,1,3,4,4,3,2,4,4,1,3,4,5,1,4,1,3,3,1,4,3,4,3,1,3,2,1,4,3,3,4,4,5,3,3,2,3,3,3,2,3,1,1,3,3,3,3,4,4,4,3,1,1,3,3,5,5,,
2020/04/16 1:48:39 PM EST,Unnited States,25,Female,Caucasian,"Some College, but no degree","Single, but cohabiting with a significant other",Part-time employment,10000,5403,5,5,4,4,1,3,3,2,1,1,4,4,2,3,2,3,2,4,3,2,4,4,4,3,4,4,4,5,2,1,4,2,4,3,5,4,3,3,3,4,2,2,4,5,3,1,4,4,3,5,4,4,4,4,2,1,4,4,5,5,,
2020/04/16 1:49:08 PM EST,Unnited States,25,Female,Asian,Associate's Degree,"Single, but cohabiting with a significant other",Part-time employment,3000,92683,4,1,4,5,2,5,1,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,2,4,2,5,5,1,1,4,5,3,5,4,5,4,2,4,3,2,1,3,5,3,5,5,3,3,5,4,5,3,3,3,3,2,4,5,3,,Go to happy hour with my friends and family
2020/04/16 2:00:36 PM EST,Unnited States,35,Female,Caucasian,Doctorate degree,Married,Full-time eployment,50000,47405,4,5,4,2,1,3,2,1,2,1,4,3,4,3,4,4,2,3,4,3,5,4,4,3,4,3,2,3,2,3,4,3,4,4,5,3,3,3,3,3,3,3,5,4,4,3,4,3,3,3,4,3,4,4,3,3,4,2,4,5,,go to a group workout class
2020/04/16 2:02:43 PM EST,Unnited States,42,Male,Hispanic/Latino,Doctorate degree,Married,Full-time eployment,55000,78249,2,2,3,3,2,3,4,3,4,3,3,3,4,3,4,4,4,4,3,3,4,5,4,3,4,3,3,3,3,3,4,3,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,5,3,4,4,4,3,3,3,4,2,4,4,,restaurante
2020/04/16 2:04:09 PM EST,Unnited States,32,Female,Caucasian,Doctorate degree,"Single, never married",Full-time eployment,60000,47408,5,3,1,1,1,3,1,1,1,1,4,5,4,5,2,4,1,1,1,1,3,2,3,3,4,4,1,3,5,1,1,4,1,3,1,5,3,3,3,3,3,3,2,4,4,1,3,4,3,3,3,3,3,4,1,3,3,3,4,5,,
2020/04/16 2:04:18 PM EST,Unnited States,26,Male,Caucasian;Hispanic/Latino,Bachelor's Degree,"Single, but cohabiting with a significant other",Student,24000,47401,4,4,3,4,4,4,5,4,2,1,5,5,5,5,4,4,3,4,3,4,5,4,4,3,4,3,2,2,3,3,4,3,4,4,2,3,4,4,2,3,2,2,4,5,3,3,4,3,4,3,4,5,4,3,4,4,5,2,5,5,"Changed my outlook on life, changed how I see my old goals, and made me value more the little enjoyments in life. ","Not sure, maybe take the chance to visit family who are far away"
2020/04/16 2:04:40 PM EST,Unnited States,29,Male,Caucasian,Doctorate degree,"Single, never married",Student,28000,47404,5,5,2,4,1,2,4,3,4,2,3,4,4,4,5,5,5,5,5,5,4,5,4,4,4,4,2,5,3,1,4,4,5,5,4,4,4,4,3,3,3,3,4,4,4,4,3,3,5,4,4,4,4,4,1,2,2,4,5,5,,
2020/04/16 2:06:09 PM EST,Unnited States,27,Female,Asian,Bachelor's Degree,"Single, never married",Student,26000,47408,3,2,4,5,2,1,1,3,1,2,4,4,4,3,4,3,2,3,4,3,5,4,4,3,4,3,5,5,1,1,4,2,3,5,4,4,3,3,4,2,2,3,4,5,5,5,4,3,4,3,4,3,5,3,2,1,5,1,2,4,,
2020/04/16 2:06:10 PM EST,Unnited States,34,Male,Caucasian,Doctorate degree,"Single, never married",Part-time employment,16000,47401,5,4,1,1,1,1,4,5,4,3,5,5,5,5,4,4,1,2,1,5,5,5,2,2,2,3,2,1,5,1,4,5,4,4,1,2,4,4,2,1,2,2,5,5,5,5,2,3,2,3,4,4,4,4,1,1,5,1,4,5,,lick handrails in public
2020/04/16 2:06:52 PM EST,Unnited States,28,Male,Caucasian,Master's Degree,"Single, never married",Student,24000,47401,4,3,2,3,1,1,2,2,1,3,1,3,1,2,4,4,2,3,1,4,5,5,3,3,4,3,2,3,1,1,4,4,2,3,3,3,4,3,3,3,3,3,4,5,5,5,5,3,4,3,3,3,3,3,2,3,3,4,4,5,"Being recently single it has made dating hard, and definitely increased the amount of loneliness I feel on a day to day basis.  Also many of my family members have been sick with covid, but so far everyone has come out fine, so it's just increased my anxiety about the well-being of my family members.","Get the vaccine.  After that, see my friends in person!"
2020/04/16 2:07:07 PM EST,Unnited States,56,Male,Caucasian,Doctorate degree,Married,Full-time eployment,120000,46077,5,5,4,3,4,3,2,3,3,3,5,4,4,4,4,4,3,3,2,3,5,4,4,4,4,4,2,3,2,3,4,3,4,3,2,3,4,3,3,3,3,3,4,4,5,4,4,3,4,3,4,3,4,4,3,3,4,2,3,4,It has given me more time to work,Go out to eat at a nice restaurant
2020/04/16 2:07:16 PM EST,Unnited States,56,Male,Caucasian,Master's Degree,"Single, never married",Full-time eployment,30000,47401,5,4,5,5,4,3,5,5,4,5,4,5,4,5,4,3,5,5,2,5,5,1,4,3,4,3,5,5,1,1,4,1,4,4,5,3,2,3,3,3,3,3,2,5,4,5,4,3,3,3,4,4,4,3,2,3,5,1,1,4,"I am very fortunate in that I have remained employed full time in a scientific laboratory and am considered essential personnel.  I do now wear a mask while shopping, and I disinfect my hands more often, but in almost ways, my personal life as been very little affected by this pandemic.",I will travel to New Mexico to visit a friend and go fly fishing.
2020/04/16 2:09:13 PM EST,Unnited States,28,Female,Caucasian,Master's Degree,"Single, but cohabiting with a significant other",Student,26000,47403,5,4,1,3,2,4,4,4,2,1,4,3,4,3,4,3,4,4,4,4,5,4,4,3,4,3,4,5,2,1,4,4,4,4,4,3,4,3,3,3,1,2,5,5,4,4,4,3,4,3,4,4,4,4,2,1,5,2,2,4,,Eat at a restaurant
2020/04/16 2:09:13 PM EST,Unnited States,26,Female,Caucasian,Bachelor's Degree,"Single, never married",Full-time eployment,32000,5495,3,4,2,5,4,5,3,2,5,5,2,4,2,3,3,3,3,3,4,5,4,5,3,3,2,2,3,5,3,1,5,4,3,3,5,4,2,2,5,5,2,1,3,5,4,5,3,3,3,3,4,3,5,4,2,1,3,3,5,4,"I have found myself more grateful for the things that were easily accessible (everyday activities, groceries etc.) before all this started but also thankful for the health of myself and wellbeing as others have it much worse. Lots of self and life reflecting as difficult as times can be feeling trapped. ",Travel 
2020/04/16 2:09:20 PM EST,Unnited States,23,Male,Caucasian,Bachelor's Degree,"Single, never married",Full-time eployment,40000,92617,2,2,3,4,3,2,2,2,2,2,2,3,4,4,2,3,3,5,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,4,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,2,2,4,4,4,4,,
2020/04/16 2:10:57 PM EST,Unnited States,51,Male,Caucasian,Doctorate degree,Married,Full-time eployment,0,47401,2,1,1,1,2,3,5,5,4,3,4,3,1,3,4,5,1,5,2,3,5,5,5,5,5,5,5,5,1,1,2,4,4,4,3,4,3,3,1,1,1,1,5,5,5,5,4,5,4,4,4,5,4,5,2,2,3,3,5,5,Social isolation.,Eat at restaurants.
